price,description,charge_type,DateUpdated
38,"LEVALBUTEROL,INH,UD,@.5MG(.63MG)",standard,2020-03-23
713,"LEVEL IV SURG PATH, REF LAB",standard,2020-03-23
21,"LEVETIRACETAB SOLUTION, 100MG/ML",standard,2020-03-23
16,"LEVETIRACETAM TAB, 250 MG",standard,2020-03-23
18,"LEVETIRACETAM TAB, 500MG",standard,2020-03-23
24,"LEVETIRACETAM TAB, 750MG",standard,2020-03-23
2,"LEVETIRACETAM,@ 10MG,INJ(500/5ML)",standard,2020-03-23
0,"LEVETIRACETAM,@10MG,INJ(10/ML-NIC",standard,2020-03-23
2,"LEVETIRACETAM,@10MG,INJ(500/100ML",standard,2020-03-23
2,"LEVETIRACETAM-NSS,@ 10MG (1000MG)",standard,2020-03-23
32,LEVOBUNOLOL 0.5% OPHTH SOLN 5M,standard,2020-03-23
225,"LEVOCARNITINE,@ 1 MG,INJ (1000MG)",standard,2020-03-23
20,"LEVOCARNITINE,@ 1 MG,INJ (100MG)",standard,2020-03-23
159,"LEVOFLOXACIN ORAL SOLN,25MG/ML",standard,2020-03-23
83,"LEVOFLOXACIN TAB, 250 MG",standard,2020-03-23
95,"LEVOFLOXACIN TAB, 500MG",standard,2020-03-23
139,"LEVOFLOXACIN TAB, 750 MG",standard,2020-03-23
40,"LEVOFLOXACIN,@ 250 MG,INJ (250MG)",standard,2020-03-23
37,"LEVOFLOXACIN,@ 250 MG,INJ (500MG)",standard,2020-03-23
17,"LEVOFLOXACIN,@ 250 MG,INJ (750MG)",standard,2020-03-23
207,"LEVONORGESTREL TAB, 1.5MG",standard,2020-03-23
8,LEVOTHRYOXINE TAB 0.100MG,standard,2020-03-23
7,LEVOTHYROXINE,standard,2020-03-23
7,LEVOTHYROXINE,standard,2020-03-23
7,LEVOTHYROXINE 0.025MG TAB,standard,2020-03-23
"1,435",LEVOTHYROXINE INJ .200MG,standard,2020-03-23
718,"LEVOTHYROXINE INJ, 100 MCG (VIAL)",standard,2020-03-23
7,LEVOTHYROXINE SODIUM,standard,2020-03-23
7,"LEVOTHYROXINE TAB, 0.050MG",standard,2020-03-23
7,"LEVOTHYROXINE TAB, 0.125MG",standard,2020-03-23
7,"LEVOTHYROXINE TAB, 0.150MG",standard,2020-03-23
8,"LEVOTHYROXINE TAB, 0.200MG",standard,2020-03-23
25,"LEXAPRO TAB, 10MG",standard,2020-03-23
433,LH SERUM,standard,2020-03-23
70,"LIDO 1%W/EPI 1-200,000 (30ML) INJ",standard,2020-03-23
350,LIDOCAINE,standard,2020-03-23
2,LIDOCAINE % W/EPI DENTAL,standard,2020-03-23
3,LIDOCAINE 0.5% INJ 50ML,standard,2020-03-23
14,LIDOCAINE 1% INJ 2ML MPF,standard,2020-03-23
34,"LIDOCAINE 1% W/EPI 1-100,000 (30M",standard,2020-03-23
20,LIDOCAINE 1%/EPI 1-100K INJ (MDV),standard,2020-03-23
54,LIDOCAINE 1%/EPI 1-100K INJ(50ML),standard,2020-03-23
14,"LIDOCAINE 1%EPI 1-100,000 20MLMDV",standard,2020-03-23
31,"LIDOCAINE 2% EPI 1-200,00 (20MLSD",standard,2020-03-23
39,LIDOCAINE 2% UROJET JELLY 10ML,standard,2020-03-23
6,LIDOCAINE 2% VISCOUS SOLN 20ML,standard,2020-03-23
20,"LIDOCAINE 2% W/EPI 1-1000,000",standard,2020-03-23
57,LIDOCAINE 4%/EPINE0.05%/TETRA GEL,standard,2020-03-23
11,"LIDOCAINE CRM, 4% W/DRESSING",standard,2020-03-23
0,"LIDOCAINE HCL-D5,@ 10MG,INF (2GM)",standard,2020-03-23
23,LIDOCAINE INJ 1% (MPF) (5ML),standard,2020-03-23
18,LIDOCAINE INJ 1% BUFFERED,standard,2020-03-23
10,"LIDOCAINE INJ, 1% (30ML)",standard,2020-03-23
20,"LIDOCAINE INJ, 1% (MPF) (30ML)",standard,2020-03-23
54,"LIDOCAINE INJ, 1.5% (MPF) (20ML)",standard,2020-03-23
2,"LIDOCAINE INJ, 100MG/5ML",standard,2020-03-23
17,"LIDOCAINE INJ, 2% (MPF) (2ML)",standard,2020-03-23
17,"LIDOCAINE INJ, 2% (MPF) (5ML)",standard,2020-03-23
15,"LIDOCAINE INJ, 2% 20ML",standard,2020-03-23
20,"LIDOCAINE INJ, 50ML",standard,2020-03-23
29,LIDOCAINE INJ. 4%(PF)(5ML),standard,2020-03-23
95,LIDOCAINE JELLY 2% (30GM),standard,2020-03-23
44,"LIDOCAINE JELLY, 2% (5ML)",standard,2020-03-23
9,LIDOCAINE PATCH 4%,standard,2020-03-23
62,"LIDOCAINE SPINAL INJ,7.5% (2ML)",standard,2020-03-23
272,"LIDOCAINE TOPICAL SOLN, 4% (50ML)",standard,2020-03-23
74,"LIDOCAINE VISC SOLN,2% (100ML)",standard,2020-03-23
"6,072",LIGATION OF EXTREMITY ARTER,standard,2020-03-23
"9,772","LIGATION,TUBAL,POSTPARTUM",standard,2020-03-23
915,LIGHT PIPE,standard,2020-03-23
85,"LINAGLIPTIN TAB, 5 MG",standard,2020-03-23
"6,100",LINER 00434906500,standard,2020-03-23
"9,926",LINER 240 (RD115931),standard,2020-03-23
"4,157",LINER 36MM 58-60 XLPE 71333346,standard,2020-03-23
"3,349",LINER 48MM TANDEM BIPOLAR,standard,2020-03-23
"6,739",LINER ACET 0DEG 40X58MM 71338680,standard,2020-03-23
"8,870",LINER ACET 0DEG 40X60MM 71338681,standard,2020-03-23
"8,870",LINER ACET 0DEG 40X62MM 71338682,standard,2020-03-23
"7,776",LINER ACET 22.2X38MM 6260038D,standard,2020-03-23
"3,887",LINER ACET 36MM SZ62NN00875101536,standard,2020-03-23
"4,034",LINER ACET 36X52 XLPE 71336952,standard,2020-03-23
"32,198",LINER ACET 56MM 71339156,standard,2020-03-23
"4,254",LINER ACET ALTRX 32X48 122132048,standard,2020-03-23
"6,407",LINER ACET ALTRX 36X50MM122132050,standard,2020-03-23
"6,407",LINER ACET ALTRX 36X52MM122136052,standard,2020-03-23
"5,810",LINER ACET ALTRX 36X58 122136058,standard,2020-03-23
"5,166",LINER ACET ALTRX 36X62 122136062,standard,2020-03-23
"6,408",LINER ACET ALTRX36X56MM122136056,standard,2020-03-23
"5,733",LINER ACET ALTRX36X60 122136060,standard,2020-03-23
"5,564",LINER ACET ARCOMXL SZ26 XL105996,standard,2020-03-23
"5,704",LINER ACET DUROLOK36X54 122036454,standard,2020-03-23
"4,670",LINER ACET ESCAL 36X58+0 1703658,standard,2020-03-23
"4,670",LINER ACET ESCAL 36X62 +0 1703662,standard,2020-03-23
"4,670",LINER ACET ESCALADE 32X52 1703252,standard,2020-03-23
"4,670",LINER ACET ESCALADE 36X52 1703652,standard,2020-03-23
"4,670",LINER ACET ESCALADE 36X60 1703660,standard,2020-03-23
"4,670",LINER ACET ESCALADE32X50 1703250,standard,2020-03-23
"4,670",LINER ACET ESCALADE36X54 1703654,standard,2020-03-23
"4,670",LINER ACET ESCALADE36X56 1703656,standard,2020-03-23
"4,670",LINER ACET ESCALADE36X64 1703664,standard,2020-03-23
"10,170",LINER ACET G7 SZE 42MM 110024463,standard,2020-03-23
"7,776",LINER ACET MDM 28X46MM 6260046F,standard,2020-03-23
"7,776",LINER ACET MDM 36MM 6260036C,standard,2020-03-23
"7,776",LINER ACET MDM 42MM 626W42E,standard,2020-03-23
"7,776",LINER ACET MDM 52MM 62600524H,standard,2020-03-23
"7,250",LINER ACET MDM 54MM 62600541,standard,2020-03-23
"7,543",LINER ACET MDM X3 48MM 6260048G,standard,2020-03-23
"4,711",LINER ACET PINNACLE 28MM122128044,standard,2020-03-23
"4,476",LINER ACET R3 0DEG 36MMX52 XLPE,standard,2020-03-23
"3,791",LINER ACET REFLEC SZD 71333423,standard,2020-03-23
"10,743",LINER ACET RGLCSZ220 28MMRD115901,standard,2020-03-23
"10,818",LINER ACET RINGLOC SZ24 EP105994,standard,2020-03-23
"10,170",LINER ACET SZC 38 110024461,standard,2020-03-23
"10,170",LINER ACET SZD 40 110024462,standard,2020-03-23
"10,170",LINER ACET SZF 44MM 110024464,standard,2020-03-23
"9,732",LINER ACET TRID SZF 663-10-36F,standard,2020-03-23
"1,815",LINER ACET28X44/45/46 00500104428,standard,2020-03-23
"3,887",LINER ACET36MM SZ52II 00875101036,standard,2020-03-23
"3,564",LINER ACETABUL TRILOGY 36MM/3.5MM,standard,2020-03-23
"2,917",LINER ACETABULAR,standard,2020-03-23
"4,476",LINER ACETABULAR 32MMX48MM R3 0D,standard,2020-03-23
"4,476",LINER ACETABULAR 32MMX50MM R3 0DE,standard,2020-03-23
"4,476",LINER ACETABULAR R3 0 DEG 36X54MM,standard,2020-03-23
"4,476",LINER ACETABULAR R3 0D 36MMX58MM,standard,2020-03-23
"4,476",LINER ACETABULAR R3 0DEG36MMX60MM,standard,2020-03-23
"4,476",LINER ACETABULAR R3 XLPE 0D 36MM,standard,2020-03-23
"4,476",LINER ACETABULAR R3.0 DEG 36MMX56,standard,2020-03-23
"5,510",LINER ACETALTRX+4 36X58 122136458,standard,2020-03-23
"5,166",LINER ALTRX +4 36X52 122136452,standard,2020-03-23
"5,166",LINER ALTRX 36X54 122136054,standard,2020-03-23
"13,766",LINER FREEDOM SZ25 10D 11107424,standard,2020-03-23
"6,100",LINER GLEN 65D +6MM 00434906506,standard,2020-03-23
"6,100",LINER GLEN 65D36MM+3 00434906503,standard,2020-03-23
"5,543",LINER GLENOID 40MM+3 00434906606,standard,2020-03-23
"3,934",LINER HUM 38MM EQUINOXE3203800,standard,2020-03-23
"4,670",LINER LEGEND 36X50 1723650,standard,2020-03-23
"4,670",LINER LEGEND 36X52 1723652,standard,2020-03-23
"4,670",LINER LEGEND 36X54 HXLPE 1723654,standard,2020-03-23
"4,670",LINER LEGEND 36X56 1723656,standard,2020-03-23
"4,670",LINER LEGEND HXLPE 32X48 1723248,standard,2020-03-23
"4,670",LINER LEGEND HXLPE 36X62 1723662,standard,2020-03-23
"3,401",LINER POLY 32MM X 3 0 DEGREE,standard,2020-03-23
"4,379",LINER SMR SHOULD 137750010,standard,2020-03-23
"4,379",LINER SMR SHOULD SM RT 137750005,standard,2020-03-23
"6,100",LINER TRABEC REV36MM00434903606,standard,2020-03-23
"3,401",LINER TRIDENT X-3 32 MM D,standard,2020-03-23
"3,401",LINER TRIDENT X-3 36MM E LINER,standard,2020-03-23
"21,962",LINER TRILOGY 28MM X 50/52/54MM,standard,2020-03-23
97,"LINEZOLID SUSP, 100MG/5ML",standard,2020-03-23
"1,037","LINEZOLID TAB, 600MG",standard,2020-03-23
"1,473","LINEZOLID,PER 200 MG ,INF (600MG)",standard,2020-03-23
14,LIOTHRONINE 25CG TAB,standard,2020-03-23
11,"LIOTHYRONINE TAB, 5MCG",standard,2020-03-23
162,LIPASE SERUM,standard,2020-03-23
241,"LIPID EMULSION INF, 20% (250ML)",standard,2020-03-23
193,"LIPID EMULSION INF,20%(100ML)",standard,2020-03-23
170,"LIPID EMULSION INFUSION,20%(500ML",standard,2020-03-23
312,"LIPID PANEL(CHOLES,HDL,TRIGLICER)",standard,2020-03-23
229,"LIPOPRO BLD, ELECTROPHORETIC",standard,2020-03-23
225,LIPOPROTEIN DIRECT LDL,standard,2020-03-23
732,"LIPOPROTEIN, BLD, BY NMR",standard,2020-03-23
7,LISINOPRIL 10MG TAB,standard,2020-03-23
9,LISINOPRIL TAB 40 MG,standard,2020-03-23
4,"LISINOPRIL TAB, 2.5MG",standard,2020-03-23
154,LITHIUM,standard,2020-03-23
1,LITHIUM 300MG TAB,standard,2020-03-23
3,"LITHIUM CARBONATE CR, 300MG",standard,2020-03-23
10,LITHIUM ELIXIR 600MG/10ML,standard,2020-03-23
4,LITHIUM TAB SR 450MG,standard,2020-03-23
"1,977",LIVER BIOPSY,standard,2020-03-23
"1,126",LIVER CYST ASPIRATION,standard,2020-03-23
"1,092",LIVER IMAGING SPECT,standard,2020-03-23
341,LIVER KIDNEY MICROSOML AB,standard,2020-03-23
749,LOCAL ANESTHESIA,standard,2020-03-23
7,"LOCM 100-199MG/ML IODINE,1ML",standard,2020-03-23
1,"LOCM 300-349MG/ML IODINE,1ML",standard,2020-03-23
7,"LOCM 300-399MG/ML IODINE,1ML",standard,2020-03-23
"7,932",LONG NAIL 13X400 RT 34253400S,standard,2020-03-23
"2,048",LOOP LRG BIPOLAR CUTTING 27040GP,standard,2020-03-23
240,LOOP SUPER MAXI .5 X 22IN 011021,standard,2020-03-23
515,LOOPOGRAM INJECTION,standard,2020-03-23
5,LOPERAMIDE 2MG CAP,standard,2020-03-23
0,"LOPERAMIDE LIQUID,1 MG/5ML 120 ML",standard,2020-03-23
11,LOPERAMIDE ORAL SOLN 2MG/10ML,standard,2020-03-23
51,LOPINAVIR 200MG/RITONAVIR 50MG TA,standard,2020-03-23
19,LOPINAVIR 400MG/RITONAVIR 100MG P,standard,2020-03-23
5,LORATADINE/PSEUDOEPHEDRINE (12H),standard,2020-03-23
6,LORATADINE/PSEUDOEPHEDRINE (24H),standard,2020-03-23
1,LORAZEPAM 0.5MG TAB,standard,2020-03-23
1,LORAZEPAM 1MG TAB,standard,2020-03-23
5,"LORAZEPAM INJ, 2MG/ML (SYRINGE)",standard,2020-03-23
4,LORAZEPAM ORAL SOLN 2MG/ML,standard,2020-03-23
46,"LORAZEPAM,PER 2MG (20 MG),INJ",standard,2020-03-23
13,LOSARTAN POTASSIUM,standard,2020-03-23
10,"LOSARTAN TAB, 25MG",standard,2020-03-23
120,LOTRISONE CREAM 15G,standard,2020-03-23
950,LOTRISONE LOTION 30ML,standard,2020-03-23
7,LOXAPINE 10MG CAP,standard,2020-03-23
14,LUBRICATING SURGICAL JELLY 127.5G,standard,2020-03-23
58,LUBRICATING SURGICAL JELLY 3G,standard,2020-03-23
13,"LUBRICATING SURGICAL JELLY,(60GM)",standard,2020-03-23
"1,513","LUMB SPINE COM, BEND VIEW",standard,2020-03-23
238,LUMBAR PUCT PROC FOR MYLE,standard,2020-03-23
740,LUMBO SAC SP AP & LAT,standard,2020-03-23
"1,156",LUMBO SACRAL COMP OBL,standard,2020-03-23
"2,272",LUNG PERF&VENTILAT DIFFERENTIA,standard,2020-03-23
"2,389",LUNG VENTILAT&PERFUS IMAGING,standard,2020-03-23
"1,943",LUPINE BR DS W/ORTHOCORD 210712,standard,2020-03-23
277,"LURASIDONE TAB, 40MG",standard,2020-03-23
401,LYMES DIFFERENT IGG-IGM,standard,2020-03-23
364,LYMES W/BLOT,standard,2020-03-23
401,"LYMES, QUANTITATIVE IGM",standard,2020-03-23
"4,289",LYMPHOSINTIGRAPHY,standard,2020-03-23
"1,500",LYR CLOSURE 12.6-20CM FACE EAR,standard,2020-03-23
"1,247",LYR CLSR 12.6-20.0CM SCALP/AXILLA,standard,2020-03-23
859,LYR CLSR NECK HAND 7.6-12.5CM,standard,2020-03-23
940,LYR CLSR WND - FACE <2.5CM,standard,2020-03-23
"1,133","LYR CLSR WND,2.5 OR LS",standard,2020-03-23
695,"LYR CLSR WND,2.5CM OR LS(N/H/F)",standard,2020-03-23
"1,025","LYR CLSR WND,2.6-5.0CM(FACE)",standard,2020-03-23
"1,133","LYR CLSR WND,2.6-7.5CM",standard,2020-03-23
725,"LYR CLSR WND,2.6-7.5CM(N/H/F)",standard,2020-03-23
"1,125","LYR CLSR WND,5.1-7.5CM(FACE)",standard,2020-03-23
"1,133","LYR CLSR WND,7.6-12.5CM",standard,2020-03-23
"1,382",LYR CLSR WOUND FACE 7.6 - 12.5CM,standard,2020-03-23
441,LYSOZYME (MURAMIDASE),standard,2020-03-23
28,"MAG.SULF/D5W100ML,@500MG INF(1GM)",standard,2020-03-23
6,"MAG.SULF/SWFI 100,@500MG INF(4GM)",standard,2020-03-23
1,"MAG.SULF/SWFI1000,@500MG INF(40G)",standard,2020-03-23
25,"MAG.SULF/SWFI50ML,@500MG INF(2GM)",standard,2020-03-23
158,MAGNESIUM,standard,2020-03-23
1,MAGNESIUM CHLORIDE TAB SR 64MG,standard,2020-03-23
7,MAGNESIUM CITRATE 300ML,standard,2020-03-23
14,MAGNESIUM HYDROXIDE SUSP 30ML,standard,2020-03-23
1,MAGNESIUM OXIDE 400MG TAB,standard,2020-03-23
1,MAGNESIUM SULF@500MG INJ(4.06MEQ),standard,2020-03-23
5,MAGNESIUM SULFATE@ 500MG INJ(1GM),standard,2020-03-23
1,MAGNESIUM SULFATE@ 500MG INJ(5GM),standard,2020-03-23
348,"MAGNESIUM,RBC",standard,2020-03-23
144,MALARIAL SMEAR,standard,2020-03-23
738,MANDIBLE 4 VIEWS,standard,2020-03-23
384,"MANIPULATOR,UTERINE,CLEAR-VIEW,",standard,2020-03-23
171,"MANIPULATOR,UTERINE,ZUMI-4.5",standard,2020-03-23
113,MANNITOL 20% 500ML SOLN,standard,2020-03-23
14,"MANNITOL,25% IN 50ML,INJ (50ML)",standard,2020-03-23
"2,766",MANOMETRY-ESOPHAGEAL,standard,2020-03-23
84,MANUAL DIFFERENTIAL,standard,2020-03-23
"5,809",MARKER 2/2 SPIRAL BIOZORB F0202,standard,2020-03-23
"5,809",MARKER BIOZORB 2X3CM FO203,standard,2020-03-23
"5,809",MARKER BIOZORB 2X3X1 F0231,standard,2020-03-23
"5,809",MARKER BIOZORB 3X3 TI CLIP FO303,standard,2020-03-23
"5,809",MARKER BIOZORB 3X3X1 F0331,standard,2020-03-23
"5,809",MARKER BIOZORB 3X4CM FO304,standard,2020-03-23
286,MASSAGE P.T.,standard,2020-03-23
"6,317",MATRIX DURA 4X5IN CDSLM45,standard,2020-03-23
838,MATRIX SURGIFLO 8ML 2991,standard,2020-03-23
"1,016",MATRIX SURGIFLO 8ML W/THR 2993,standard,2020-03-23
118,MAXITROL OPTH OINT .6G,standard,2020-03-23
112,MAXITROL OPTH SUSP 5ML,standard,2020-03-23
24,MCT OIL (946ML),standard,2020-03-23
73,MDI SPACER,standard,2020-03-23
340,MDI TREATMENT INITIAL,standard,2020-03-23
226,MEASLES ACUTE TITER,standard,2020-03-23
226,MEASLES IGM,standard,2020-03-23
482,"MEASLES,MUMPS,RUBELLA VACC INJ",standard,2020-03-23
4,"MECLIZINE TAB, 12.5MG",standard,2020-03-23
5,"MECLIZINE TAB, 25MG",standard,2020-03-23
567,"MED.ONC.-HYDRATE IV INFUSION, ADD ON",standard,2020-03-23
"1,345","MED.ONC.-HYDRATION IV INFUSION,INIT.",standard,2020-03-23
102,"MED.ONC.-IMMUNIZ.ADMIN,EA. ADDL.VACC",standard,2020-03-23
199,MED.ONC.-IRRIGATION OF PORT,standard,2020-03-23
215,"MED.ONC.-THER/PROPH/DIAG INJ, SC/IM",standard,2020-03-23
555,MED.ONC.-THER/PROPH/DIAG IV INF ADDON,standard,2020-03-23
612,"MED.ONC.-THER/PROPH/DIAG IV INF,INIT.",standard,2020-03-23
253,MED.ONC.-TX PROPH/DG ADDL SEQ IV INF,standard,2020-03-23
284,MED.ONC.-TX/PRO/DX INJ NEW DRUG ADDON,standard,2020-03-23
80,"MEDI NUTRIT, INDIV,F/U,PER 15 MIN",standard,2020-03-23
57,"MEDI NUTRIT, INDIV,GRP,PER 30 MIN",standard,2020-03-23
134,"MEDI NUTRIT, INDIV,INT,PER 15 MIN",standard,2020-03-23
2,MEDROXYPROGESTERONE 2.5MG TAB,standard,2020-03-23
2,MEDROXYPROGESTERONE ACET@ 150 MG,standard,2020-03-23
3,"MEDROXYPROGESTERONE TAB, 10MG",standard,2020-03-23
25,"MEGESTROL SUSP, 400 MG/10 ML",standard,2020-03-23
4,"MEGESTROL SUSP, 40MG/ML",standard,2020-03-23
4,"MEGESTROL TAB, 20MG",standard,2020-03-23
6,"MEGESTROL TAB, 40MG",standard,2020-03-23
17,MELILETINE 200MG CAP,standard,2020-03-23
5,"MEMANTINE TAB, 10MG",standard,2020-03-23
5,"MEMANTINE TAB, 5MG",standard,2020-03-23
"3,725",MEMBRANE SUB DURAMATRIX3X3CDSLM33,standard,2020-03-23
779,MENINGOCOCCAL CONJUGATE VAC PWDR,standard,2020-03-23
1,MENTHOL-PHENOL LOZ,standard,2020-03-23
76,"MEPERIDINE HCL,@ 100 MG,INJ(50MG)",standard,2020-03-23
47,"MEPERIDINE HCL,@ 100 MG,INJ(75MG)",standard,2020-03-23
36,"MEPERIDINE HCL,@ 100MG,INJ(100MG)",standard,2020-03-23
57,MEPERIDINE HCL@100MG INJ(25MG-SDV,standard,2020-03-23
147,MEPERIDINE HCL@100MG INJ(25MG-SYR,standard,2020-03-23
17,"MEPERIDINE TAB, 50MG",standard,2020-03-23
22,MERCAPTOPURINE 50MG TAB,standard,2020-03-23
"7,089","MERCI, GUIDING BALLOON CATHETER",standard,2020-03-23
384,MERCURY BLOOD,standard,2020-03-23
384,"MERCURY, URINE",standard,2020-03-23
572,MEROGEL DRESSING SINUS STENT 4X4C,standard,2020-03-23
29,MEROPENEM @ 100MG INJ(1 GM VIAL),standard,2020-03-23
8,MEROPENEM @ 100MG INJ(500MG VIAL),standard,2020-03-23
19,"MESALAMINE CAP SR, 250MG",standard,2020-03-23
139,MESALAMINE RECTAL SUSP 4G 60ML,standard,2020-03-23
57,"MESALAMINE TAB EC, 1.2 GM",standard,2020-03-23
61,"MESALAMINE TAB EC, 800 MG",standard,2020-03-23
321,MESH 15X15 MONOFIL 0117011,standard,2020-03-23
"92,822",MESH 190X140 CUST 92-00647,standard,2020-03-23
"1,044",MESH BARD 3D MAX LG LFT,standard,2020-03-23
"1,044",MESH BARD 3D MAX LG RT,standard,2020-03-23
"2,189",MESH DUAL 8/12/1 GORTEX 1DLMCP02,standard,2020-03-23
"1,687",MESH GORETEX 7.5X10CM 1DLMCP05,standard,2020-03-23
"11,676",MESH HERN 15.2X10.2CM 1190200,standard,2020-03-23
"1,133",MESH HERN 3DMX4.9X6.8 LFT 0117311,standard,2020-03-23
"1,022",MESH HERN3DMAX4.9X6.8 RT 0115322,standard,2020-03-23
"1,543",MESH HERNIA 10X14IN 0112660,standard,2020-03-23
"7,765",MESH HERNIA 7X10CM 1200710,standard,2020-03-23
"55,695",MESH HERNIA PHASIX20X30CM 1192030,standard,2020-03-23
"4,681",MESH HERNIA PROGRIP LPG1510,standard,2020-03-23
"2,855",MESH HERNIA PROGRIP16X12 LPG1612,standard,2020-03-23
"2,448",MESH HERNIAVENTRALEX2.5DIA5950008,standard,2020-03-23
"3,131",MESH HERNIAVENTRALEX3.2DIA5950009,standard,2020-03-23
"3,392",MESH MICRO 60X60X.2MM 1.2 5400272,standard,2020-03-23
"3,392",MESH MICRO TO60X60X.1NEURO5400262,standard,2020-03-23
"10,125",MESH NEURO 90X90X.3MM 54-00346,standard,2020-03-23
"10,125",MESH NEURO 90X90X.6MM 54-00646,standard,2020-03-23
755,MESH PARIETENE 30X30CM PPM3030,standard,2020-03-23
"1,669",MESH PARIETENE 45X30 PPM4530,standard,2020-03-23
759,MESH PARIETENE20X20CM PPM2020,standard,2020-03-23
"2,945",MESH PARIETEX 30X15CM TEM3015G,standard,2020-03-23
723,MESH PARIETEX 6X4 IN TEC1510,standard,2020-03-23
"1,178",MESH PATCH MED W/PRESHAPED OVER,standard,2020-03-23
"1,178",MESH PATCH W/PRESHAPED OVE P3DPL,standard,2020-03-23
"22,142",MESH PHASIX 15X20CM 1190300,standard,2020-03-23
"56,640",MESH PHASIX 20X25CM 1202025,standard,2020-03-23
"1,455",MESH PROLENE HERNIA SYS EACH,standard,2020-03-23
200,MESH PROLITE 6X6IN 100060600,standard,2020-03-23
"4,033",MESH SYMBOTEX 12CM SYM12,standard,2020-03-23
"5,279","MESH SYMBOTEX 15CM RD SU,15",standard,2020-03-23
"2,937",MESH SYMBOTEX 15X10 SYM1510,standard,2020-03-23
"4,326",MESH SYMBOTEX 20X15CM SYM2015,standard,2020-03-23
"9,386",MESH SYMBOTEX 25X20CM SYM2520,standard,2020-03-23
"2,941",MESH SYMBOTEX 9CM RND SYM9,standard,2020-03-23
"13,766",MESH UPHOLD LITE M0068318170,standard,2020-03-23
"6,157",MESH URETH 24X4CM 501420,standard,2020-03-23
"7,940",MESH VENTRALIGHT 6IN CIRC 5955600,standard,2020-03-23
"13,217",MESH VENTRALIGHT 8X10IN 5955810,standard,2020-03-23
"10,820",MESH VENTRALIGHT6X8INELLIP5955680,standard,2020-03-23
"13,632",MESH VENTRLIGHT 8IN CIRCLE5955800,standard,2020-03-23
"14,875",MESH ZENAPRO HERNIA 15X22 G23771,standard,2020-03-23
"24,029",MESH ZENAPRO HERNIA 20X30 G23770,standard,2020-03-23
"29,750",MESH ZENAPRO HERNIA 30X30 G35114,standard,2020-03-23
"7,006",MESH ZENOPRO HERN15CCMCIRCG23772,standard,2020-03-23
851,"MESH,MARLEX,6X6,0112720",standard,2020-03-23
"1,807","MESH,PLUG,MARLEX,LARGE",standard,2020-03-23
"2,132","MESH,PLUG,MARLEX,X-LARGE",standard,2020-03-23
"1,613","MESH,PROLENE,12X12",standard,2020-03-23
206,"MESH,PROLENE,3X6IN",standard,2020-03-23
238,"MESH,PROLENE,6 X 6",standard,2020-03-23
"1,455","MESH,PROLENE-XTENDED,HERNIA SYS",standard,2020-03-23
"11,265","MESH,VICRYL,WOVEN,12X12",standard,2020-03-23
551,METANEPHRINES FRACTION UA,standard,2020-03-23
8,METFORMIN,standard,2020-03-23
0,"METFORMIN TAB, 500MG",standard,2020-03-23
270,"METHADONE INJ, TO 10MG (10 MG/ML",standard,2020-03-23
3,"METHADONE TAB, 10MG",standard,2020-03-23
379,METHANOL - PLASMA,standard,2020-03-23
58,METHAZOLAMIDE 50MG TAB,standard,2020-03-23
2,METHIMAZOLE TAB 5MG,standard,2020-03-23
4,"METHIMAZOLE TAB, 10MG",standard,2020-03-23
449,"METHOCARBAMOL INJ, 100MG/ML",standard,2020-03-23
2,"METHOCARBAMOL TAB, 500 MG",standard,2020-03-23
4,METHOCARBAMOL TABS. 750MG,standard,2020-03-23
35,METHOTREXATE 2.5MG TAB,standard,2020-03-23
12,METHOTREXATE INJ 250MG/10ML,standard,2020-03-23
2,"METHOTREXATE LPF INJ, 50MG/2ML",standard,2020-03-23
14,METHYL SALICYLATE CREAM (85GM),standard,2020-03-23
2,"METHYLDOPA TAB, 250 MG",standard,2020-03-23
4,"METHYLDOPA TAB, 500MG",standard,2020-03-23
6,"METHYLENE BLUE 1% @ 1MG,INJ(10MG)",standard,2020-03-23
11,"METHYLENE BLUE 1% @1MG,INJ(100MG)",standard,2020-03-23
134,"METHYLERGONOVINE INJ, 0.2MG/ML",standard,2020-03-23
381,"METHYLERGONOVINE TAB, 0.2 MG",standard,2020-03-23
324,METHYLMALONIC ACID (SERUM),standard,2020-03-23
324,METHYLMALONIC ACID RAN UA,standard,2020-03-23
4,METHYLPHENIDATE 5MG TAB,standard,2020-03-23
12,METHYLPREDNISOLONE @4MG TAB(ORAL),standard,2020-03-23
36,"METHYLPREDNISOLONE ACET,@40MG,INJ",standard,2020-03-23
31,"METHYLPREDNISOLONE DRIP, 50MG/ML",standard,2020-03-23
61,"METHYLPREDNISOLONE INJ REPOS, 40M",standard,2020-03-23
105,"METHYLPREDNISOLONE INJ REPOS,80MG",standard,2020-03-23
58,"METHYLPREDNISOLONE INJ, 125MG",standard,2020-03-23
28,"METHYLPREDNISOLONE INJ, 1G",standard,2020-03-23
35,"METHYLPREDNISOLONE INJ, 500MG",standard,2020-03-23
8,"METOCLOPRAMIDE INJ, 10MG/2ML",standard,2020-03-23
12,METOCLOPRAMIDE SYRUP 10MG/10ML UD,standard,2020-03-23
1,"METOCLOPRAMIDE TAB, 10MG",standard,2020-03-23
19,"METOLAZONE TAB, 2.5MG",standard,2020-03-23
21,"METOLAZONE TAB, 5MG",standard,2020-03-23
